promoter,gc,rep,cv,cv_smooth,entropy,entropy_smooth,classification
fldAp,8,2,2.4460317147148203,1.886569980424913,5.413346182438748,6.03805070586175,2
ftsKp1,28,2,2.445864953749044,1.5123965838428675,5.364363317037551,6.313399865610487,2
kbpp4,8,2,2.4445173574637624,2.011946169374708,5.427643726503767,5.95291939028491,2
acrZp,5,2,2.4439448307957212,1.2815696233714426,5.666330878534718,6.594069466708821,2
tolCp2,35,2,2.443894737882036,1.288644228706043,5.595293512825982,6.54885861734615,2
furpb,16,1,2.443486796192232,1.2754369019649736,5.573629098797193,6.587585061485067,2
tmaR_predicted,28,2,2.443046213625377,1.346206849973516,5.605608729423725,6.5449142305264205,2
sulAp,16,1,2.4422949239532232,1.3934847305392977,5.47751197437505,6.426447173623405,2
uofp,40,1,2.4421118764806664,1.5799596441057364,5.53652572699576,6.305314249725548,2
crpp2,29,2,2.441739765450243,1.298274618891177,5.644611451569862,6.580786984222727,2
relBp,5,2,2.4415002068294323,1.4457110768808212,5.29229152905409,6.253494236496559,2
acrZp,13,3,2.4411558076118647,1.1628004410352522,5.649781157648589,6.643263107579333,2
pheMp,10,2,2.441150941637351,1.7260042628325343,5.358475819581395,6.1157568482328974,2
ybaY_predicted,36,2,2.440971441312043,1.3638830928999863,5.462451449020752,6.344802649580094,2
ybeDp,12,1,2.4405146419115424,1.6860980751781036,5.379674605945157,6.169111375996454,2
tisBp,34,1,2.4403631349709687,1.4751092017508938,5.435815380474702,6.2861667085211685,2
marRp,34,2,2.4400815238556928,1.8302901850331286,5.286807117518864,5.914089391909978,2
tolCp4,10,1,2.439791647137157,1.073483973659464,5.714817362273042,6.763666771942253,1
uofp,2,1,2.4396616736351793,1.5604608578252863,5.5805409208578345,6.335097766120234,2
galEp2,39,2,2.439425630082,1.474241817126675,5.406058120338296,6.3250418392168015,2
pheMp,4,2,2.439373485576335,1.7287495065413494,5.42340551126299,6.1336263400045326,2
furpa,41,2,2.438972022901692,1.5762102605129982,5.4850594732463005,6.323872657716884,2
tisBp,37,2,2.437877399093066,1.4753971516285536,5.389215693065503,6.278394132059589,2
elaBp,10,2,2.4373473422125778,1.221073261009545,5.583760692778069,6.615284557153978,2
aceBp,3,1,2.437147865686035,1.4495145798895261,5.437733991849896,6.402996215707885,2
rcsBp1,33,1,2.4371083096885298,1.0107532529188623,5.699808776242459,6.813965132192333,1
ybeDp,18,2,2.4366231156847142,1.7003042145859677,5.322435813534941,6.132811996254299,2
furpb,31,1,2.4361087339058893,1.497948758129505,5.507095072449287,6.286476334676344,2
mtnp,29,1,2.4351713827087487,1.5049802942609465,5.375767681299106,6.293562687856152,2
yahC_predicted,34,2,2.434917184802552,1.115031358107752,5.79117493180381,6.791033075494252,1
acrZp,36,1,2.434208467293465,1.2547173846858113,5.655764017051855,6.6196905415381835,2
marRp,23,2,2.434173491898765,1.801100345035725,5.288362353775035,5.940940928874291,2
yacH_predicted,8,1,2.4339662351224125,0.967125292118571,5.474972050738918,6.790289327281275,1
tolCp2,31,2,2.4337637965413648,1.1637623623489615,5.719192640496284,6.723824689919665,2
furpb,25,1,2.4334158895236544,1.4145944852516534,5.497443932355062,6.406522138661402,2
aceBp,37,1,2.4329490159061145,1.5297663215952233,5.402010473991792,6.2975683013078685,2
sulAp,5,2,2.4319622764700446,1.5892679032826706,5.397601117237089,6.165579831950551,2
marRp,41,2,2.4317445533682682,1.824122108896628,5.238858039256554,5.874774325636746,2
sulAp,11,1,2.431666361601642,1.6026042345917115,5.383459004655385,6.157449951658966,2
pheMp,12,1,2.430988077212588,1.7471981917290973,5.3741316834678505,6.11545463043316,2
ybeDp,10,1,2.4308997997641315,1.7041529606041033,5.363053314814293,6.1348840432872365,2
relBp,7,1,2.430847542947824,1.7305580371992841,5.4038508956884925,6.116456311000567,2
acrZp,15,2,2.4297032293779686,1.33192098366491,5.630973426736146,6.557221314042479,2
xylAp,25,1,2.4290207465415232,0.9085008776844598,5.911280220895014,6.937151191736926,1
tolCp3,35,2,2.428198430531408,1.0199275999923505,5.837710702894197,6.824315645872492,1
ybeDp,31,3,2.427918256970907,1.6691713754343596,5.365375809696121,6.179042141917394,2
sulAp,37,2,2.4274924704281,1.582417708402104,5.388068358859213,6.1824145164257995,2
tisBp,32,1,2.4272821460783613,1.44589084892217,5.451663577479179,6.358116317418736,2
sulAp,39,2,2.427038634200084,1.5534059443694883,5.373208045947493,6.186767928440844,2
yadL_yadM_yadC_yadK_predicted,29,2,2.426846099771192,1.142671114662525,5.80696312385706,6.822837687848698,2
aceBp,11,2,2.4265140777588434,1.366036232840791,5.567609656322713,6.504512306629623,2
tisBp,5,2,2.425369758992438,1.4706400750279325,5.437907613640248,6.2856068949181045,2
araCp,13,2,2.4251697531469705,1.1126403025426128,5.801478703170207,6.773437592617525,1
fldAp,22,3,2.4251449497910023,1.3516047616793634,5.44644030877731,6.494084919067646,2
galEp1,31,2,2.4251014729007294,1.3428991437856217,5.619922138463593,6.575141078939287,2
uofp,32,1,2.424921324993338,1.6940521646873827,5.541332611372933,6.277415137917762,2
ldrDp,4,3,2.4245664484759395,0.9587730219578294,5.759880918521553,6.848350541394577,1
fldAp,5,1,2.42453939143872,1.4764929682649015,5.498971119335191,6.359613551012482,2
mtnp,29,2,2.4244093881882303,1.479894644480118,5.405171412978413,6.309545311061736,2
tolCp2,31,3,2.424252071022973,1.3157409125650903,5.624666660042573,6.521972249923802,2
marRp,10,2,2.4234325821925844,1.793092080593537,5.267030738017827,5.929306275623722,2
marRp,2,1,2.4234244804381695,1.7823422404304499,5.214750912414956,5.931264526504621,2
marRp,6,2,2.4230156069789612,1.744115593247639,5.266570730637893,5.975063916281666,2
tisBp,40,3,2.4228039789710145,1.512772692954429,5.3696899786871235,6.203628748948615,2
tolCp3,34,2,2.4225776274880477,1.051603194595454,5.879387838391958,6.8349840558403,1
uofp,30,2,2.422327015937002,1.3921269610770977,5.645126535743726,6.517670435339385,2
icdC_predicted,15,3,2.4222875209547587,1.3736185213232568,5.706083750473121,6.562894268225843,2
galEp2,13,1,2.4218304780181423,1.4922581723112098,5.418789689331229,6.31347438203645,2
blrp,29,2,2.4209858057112426,1.6558179886290367,5.330110084272011,6.1342419974831675,2
tolCp2,4,2,2.4206584154622752,1.3326901768537143,5.574364762919139,6.50961287569274,2
ybeDp,13,3,2.4202851718004847,1.701126960862873,5.4242326186862195,6.149425479063856,2
tolCp2,11,1,2.420057691771498,1.3456116336462727,5.601733820892742,6.476668713670691,2
yahC_predicted,4,3,2.4199296557711154,1.1697661868509894,5.790901636595404,6.721963084466422,2
ykgRp,15,3,2.4197945664576266,1.2470752869559443,5.567744405093802,6.594630161838653,2
aceBp,39,2,2.419705603693376,1.4523191227668923,5.467686394286649,6.374537099716835,2
pheMp,33,2,2.4189256104217476,1.691439011280351,5.383988469403561,6.162984704889254,2
acrZp,34,2,2.4184571940781936,1.382669037388681,5.578240244031805,6.450876638864492,2
ykgRp,8,1,2.4182855934967726,1.3291730040314322,5.569251677946427,6.4762564582177315,2
ldrDp,14,2,2.417738292363819,0.9092443827211804,5.750149165747725,6.8935101225699835,1
galEp1,19,1,2.417606201475917,1.3273964812050776,5.557324852715885,6.554615881803601,2
marRp,40,1,2.4166463093416666,1.7809414184081935,5.250574982879168,5.949632773636404,2
furpa,29,1,2.4165355256137997,1.782289503618157,5.456136435666343,6.144357613939715,2
sulAp,18,1,2.4164477396634174,1.5680044613790374,5.402720165485622,6.17816396855954,2
tolCp4,11,1,2.4161024811965945,1.0770913057832978,5.870385747533756,6.786978858479229,1
hdeAp2,16,2,2.4160613662349824,1.2065462761399248,5.620043186094145,6.643446248467702,2
tolCp4,14,1,2.4159802404751165,0.913047006875914,5.850745868271862,6.893029261309013,1
yadL_yadM_yadC_yadK_predicted,29,1,2.415366352923103,1.1613383810582356,5.695079783104431,6.758490119562602,2
gyrAp,13,1,2.4151387450957706,1.4783080427372197,5.6601009980518535,6.446659101571046,2
sulAp,19,3,2.414406569843792,1.565529971762981,5.442972585947608,6.221502788101427,2
uofp,40,3,2.413606700667745,1.5869156534870954,5.590559932355198,6.326049879804584,2
tolCp2,10,1,2.413426190910804,1.3390073970443372,5.624696091217786,6.480484095379463,2
gyrAp,35,2,2.413036643473124,1.529378565232895,5.614086173502896,6.3794541346179825,2
blrp,13,2,2.4127666227307145,1.6413478953893488,5.392654317982185,6.123460400286381,2
ymfM_beeE_jayE_ymfL_ymfR_tfaP_ymfT_ymfN_ycfK_ymfQ_predicted,8,2,2.412547471255359,0.8836794068219891,5.870052772669242,6.935230547801446,1
relBp,32,2,2.4125226464513845,1.537805361168025,5.348780387804133,6.194871992768242,2
marRp,18,1,2.4123693481967705,1.765468814370133,5.272035619850483,5.9691375114721925,2
furpb,25,3,2.412123916432471,1.498116996439716,5.455416952602745,6.317812009845592,2
furpb,7,2,2.411426543003847,1.4166792011492026,5.562150090780488,6.427842265000829,2
ykgRp,14,3,2.4112870388339647,1.3212106741214515,5.541702684909616,6.533315483194244,2
ybaY_predicted,9,2,2.410574591510705,1.4348079412614256,5.526144381369575,6.460499298011862,2
tolCp4,13,3,2.4104025392483637,1.053063963790215,5.83637322192067,6.8348388847774935,1
furpa,36,1,2.4099516709466187,1.5699469236213384,5.543385362085152,6.344705382412208,2
ompFp,5,1,2.4098592666457814,1.4043259200879084,5.490546403010126,6.410903399213457,2
ftsKp1,14,1,2.409544730507489,1.3735477650084063,5.606349735730467,6.489558318150195,2
relBp,40,3,2.4092069117566313,1.5022604431880204,5.3113588788071615,6.190534083948792,2
acrZp,34,1,2.4091528092774612,1.3947504664199482,5.571370150264666,6.4394595682098625,2
pheMp,36,2,2.408686551781039,1.6645593678094062,5.351292487463329,6.1480558295073315,2
ldrDp,11,1,2.408266506942191,0.8433632038509156,5.665199752710738,6.908024138798147,1
gyrAp,2,2,2.408153949747324,1.3219136985568722,5.677657270798905,6.590518995047468,2
aceBp,39,1,2.4080059984819786,1.3399013382661218,5.559908628950016,6.514402902880208,2
sohAp,8,1,2.407025100849485,1.5341100359347224,5.481468171010907,6.302761156705945,2
pheMp,19,2,2.406929100591222,1.4998857411822653,5.532139033512789,6.378863752499391,2
sulAp,34,2,2.40685103067167,1.5291825914766826,5.366057953478812,6.205666923972803,2
tolCp2,3,2,2.4067371577710936,1.3306961715158183,5.63305580615219,6.506608831299003,2
yadN_predicted,23,2,2.4065905852540497,1.0848731799561864,5.874728541241275,6.839771743255328,1
furpa,29,2,2.406068051510911,1.7182987228087465,5.444757924883611,6.184863408560869,2
relBp,12,2,2.4057575323193565,1.500674152761678,5.372681913795127,6.260435854023842,2
marRp,36,2,2.405106386919454,1.7367254141853576,5.297553965259731,6.027480202128979,2
furpb,39,1,2.404754920821487,1.3861354913198765,5.712484043196884,6.487501120865607,2
pheMp,21,2,2.4038835023819036,1.6435294251615244,5.45944988627855,6.218886107963453,2
hdeAp2,38,1,2.4031943093682715,1.1066258206498045,5.831398882650028,6.798435353060704,2
ybeDp,41,2,2.402495588789502,1.6970678187691093,5.391997985284352,6.14729051343981,2
aceBp,29,2,2.4021499974275695,1.288956845704444,5.588641956953465,6.556759143023757,2
tolCp1,1,2,2.3993605003686462,1.2473245715985894,5.6903766527607935,6.574852099943174,2
fldAp,31,2,2.3984779367059152,1.4169525093247581,5.58026438789247,6.4610125025227285,2
yqjE_yqjK_yqjD_yqjC_predicted,35,1,2.3984733370264566,1.462312103767126,5.54255860235981,6.3976265753843675,2
ybeDp,40,1,2.398403244329456,1.6987859616175567,5.364380173323688,6.1480953253685335,2
pheMp,36,1,2.398298235210725,1.6155567504657475,5.389973469704666,6.203516173520532,2
acrZp,6,2,2.398260096441132,1.4217839296291475,5.6349005146973585,6.508469438497933,2
gyrAp,2,1,2.398245253039885,1.5991040094082396,5.632564355894644,6.3694878245088695,2
furpb,8,2,2.398081427518129,1.4652594348725563,5.514622940075325,6.389631938786466,2
hdeAp2,20,1,2.397176666749458,1.1978448934085808,5.756991546538592,6.713080610722226,2
fldAp,16,1,2.3970403015157267,1.5334473100696837,5.620664125944213,6.3484499172049045,2
acrZp,39,2,2.3961169369874904,1.1848688485930585,5.719156447494186,6.693961367732569,2
tmaR_predicted,23,2,2.3958472292895823,1.2547205362113358,5.586599118815933,6.617462326539617,2
ybeDp,28,2,2.395099999232488,1.6637626399367287,5.414063707440214,6.204269941817499,2
yacCp,34,1,2.394268693021492,1.614996494816759,5.412720841062978,6.1558475578498815,2
gyrAp,3,1,2.3933521274932827,1.518311358843069,5.526523275281454,6.376321383047077,2
pheMp,11,1,2.392910126958287,1.664841015660072,5.407304624015458,6.175676376376607,2
xylFp,21,2,2.3921455750800047,0.9130083860143158,5.9087214652570434,6.925765359557676,1
ihfAp4,38,1,2.3921362335764242,1.3380449363944735,5.578861787389004,6.5702578060086765,2
tolCp2,12,1,2.391860606890633,1.3528188483320778,5.56841554076062,6.498388966492012,2
ftsKp1,17,2,2.3913542886082575,1.42014388686396,5.503883880660457,6.414419988730847,2
xylAp,13,3,2.3910857084946353,0.9089958640375922,5.71195989460855,6.888677999811728,1
relBp,18,1,2.3907648119875575,1.5131321985415236,5.3681672438066474,6.216018574330867,2
tolCp2,2,1,2.3907036122883856,1.3501091151519686,5.637544321517492,6.483130838282693,2
fldAp,7,1,2.3903713087191236,1.8385325299201694,5.485706312011665,6.105897070961996,2
pheMp,6,1,2.3903180212869333,1.616146339891223,5.4546444506646115,6.25842469269405,2
sulAp,15,2,2.390212805027356,1.574351514342979,5.417675635451207,6.2058969295846875,2
recNp,25,3,2.389497060114139,1.5758562930229314,5.4718984005676194,6.235057943802162,2
marRp,3,2,2.3894907936028775,1.7105464983116383,5.340015676395305,6.049282235876158,2
elaBp,35,2,2.389238660059504,1.154233620930469,5.598651295856156,6.668140120353451,2
pheMp,19,3,2.3892048945655313,1.6102988823383133,5.476702761101967,6.267100804100868,2
gyrAp,9,1,2.389161545776075,1.644276331195627,5.535129974863658,6.219001351276268,2
uofp,36,2,2.3883270171677995,1.4684908503840355,5.518854353710571,6.382448633810814,2
relBp,38,3,2.3881737371281995,1.53415012096644,5.3780337253160235,6.2113524512737275,2
ompFp,35,1,2.3881552618613355,1.4641742058580236,5.4686757752259165,6.356878471898081,2
yqjE_yqjK_yqjD_yqjC_predicted,40,1,2.387961712390397,1.5120751092635116,5.516010859181809,6.395917674893404,2
ldrDp,38,3,2.3873162693770835,0.9178529146279113,5.409307650317643,6.810124718055533,1
tisBp,18,1,2.3869829880972673,1.4686719893137348,5.419773635121975,6.285790605798915,2
ybeDp,2,2,2.3864941239805737,1.6040120061977943,5.4618255168836045,6.279528056403343,2
acrZp,21,1,2.3860780237507706,1.2200067592337707,5.641207597454312,6.649351055765423,2
yqjE_yqjK_yqjD_yqjC_predicted,3,2,2.385945358644894,1.5111034015447107,5.706027986772958,6.459457671237111,2
dicCp,24,1,2.385617098828807,1.3976429442850113,5.447502542911785,6.449501587215808,2
ldrDp,39,2,2.38561487783165,0.8499652633240531,5.792016795928984,6.930836651729786,1
yqjE_yqjK_yqjD_yqjC_predicted,12,1,2.3850424019225165,1.5487518243982292,5.625240913540598,6.375540921831488,2
ompFp,28,1,2.3850073945395005,1.4059152355585385,5.509652918274387,6.421195651357394,2
ybeDp,40,3,2.3849841819212556,1.6769547629668808,5.428451141626235,6.180091825417532,2
yacH_predicted,16,2,2.3844071847778316,0.9062927358688886,5.7702784408407,6.880847203078147,1
tolCp4,39,2,2.383781651150236,1.0891861102310822,5.810811736825961,6.767535262720908,2
acrZp,3,2,2.3828888478401384,1.282180893978915,5.689170567073878,6.58281404410673,2
elaBp,16,1,2.3823754271425774,1.4623290056014664,5.659237596174934,6.487423198223701,2
tolCp1,1,1,2.382301492846609,1.3609112819507458,5.5820123888356346,6.432095050203029,2
tisBp,11,1,2.3821256297217652,1.4631475306683088,5.4529427476658245,6.28178688850669,2
yahC_predicted,10,1,2.381724457645811,1.0087732434961056,5.755270277499397,6.859480433888603,1
xylAp,4,3,2.3817078078185125,0.9687389423782261,5.680393118969489,6.82332260392721,1
ftsKp1,25,3,2.381218070792999,1.6750769655422686,5.355851403510496,6.144369918662328,2
yqjE_yqjK_yqjD_yqjC_predicted,25,3,2.3809931434984866,1.666418924882646,5.461774817802757,6.1787578337085165,2
marRp,34,1,2.380992890834188,1.7667024060550964,5.310245916242674,5.956626635233292,2
tolCp2,34,2,2.3806041775658686,1.302206269775058,5.614582938687638,6.534804472704343,2
tolCp4,25,3,2.37981161740268,0.9613888744570306,5.777233296880245,6.853592971888593,1
tolCp4,40,2,2.3796788197727308,1.1658742258271386,5.78361952254153,6.685980423846564,2
fldAp,25,3,2.3789696333064243,1.624632951563268,5.482003556937617,6.248016946404164,2
cpxRp2,29,1,2.378169384685797,1.1382399389418434,5.75642793180084,6.696803689047068,2
uofp,21,2,2.37815701693941,1.2874939808583827,5.660869760153619,6.591097876414336,2
uofp,40,2,2.378131758527039,1.5685318068651017,5.594003576170236,6.353895891831033,2
gyrAp,12,1,2.3769986540124504,1.5556847999251788,5.584764774934743,6.382434842202558,2
furpa,1,1,2.3767584754568984,1.615408375071644,5.525759545746572,6.277824696216696,2
tisBp,37,1,2.3766493756012212,1.4447010431082257,5.4743125871766765,6.331719650942707,2
tmaR_predicted,15,3,2.376419244385777,1.2976972221625154,5.658323705637508,6.549476540663475,2
furpb,15,3,2.374694032828377,1.4724015070200753,5.49275582579831,6.356066224818797,2
tisBp,10,1,2.374338474684578,1.4085577189322913,5.436651454777607,6.349835080970422,2
xylFp,11,2,2.3734776719052624,0.9620075982368538,5.938981022076481,6.914135268831638,1
ihfAp4,19,1,2.3734668160562515,1.2762636091412682,5.722331230252317,6.665309058872454,2
marRp,32,2,2.3732947659517865,1.7612510250606992,5.285962969111247,5.979986856680393,2
pheMp,9,2,2.3730169853835625,1.4077518444879014,5.5195537629161295,6.424612085548867,2
yahC_predicted,14,2,2.3730091982124724,1.1604739057296862,5.843519365470726,6.738081473344773,2
aceBp,30,2,2.372933174360975,1.2134235706715324,5.600886719359316,6.635728948888126,2
relBp,11,1,2.372876014794003,1.4754010062509948,5.382878009625374,6.306903263914858,2
marRp,21,1,2.3723118779868475,1.6804022660026503,5.347094000477451,6.070132677379273,2
elaBp,21,1,2.372255303484351,1.3194761283095815,5.623597683595928,6.485292315637357,2
aceBp,41,2,2.372205663681031,1.5107054065219854,5.435521969113984,6.3042636816309106,2
elaBp,23,1,2.3715143454272085,1.0620120897878076,5.657662882692138,6.762725896642444,1
marRp,1,2,2.3714398493569635,1.7344217802325421,5.319380732793108,5.9968985619009825,2
marRp,5,2,2.371401375250682,1.7228274551988072,5.338677366793435,6.040233767469569,2
galEp2,13,3,2.3713833292128976,1.525875983178836,5.368021617346543,6.251156702018856,2
tisBp,10,2,2.371312136677356,1.4905295302263566,5.430162371522634,6.246641397545164,2
yadN_predicted,19,3,2.369703938611164,0.8563982290953428,5.2824906330087815,6.850534988780526,1
yqjE_yqjK_yqjD_yqjC_predicted,24,2,2.3694313006274443,1.7750612962822232,5.4808671511645555,6.130799390294117,2
ybeDp,1,1,2.3691015284500745,1.6795859383166687,5.425677163540374,6.1523350982826415,2
yadE_predicted,36,2,2.3685217749900014,1.7433493059727252,5.47962850812951,6.174358536707919,2
furpb,14,3,2.3683899759631344,1.4720324564365908,5.509879631814195,6.35892398642522,2
pheMp,34,2,2.3682125298122823,1.6686609534720243,5.397096201061126,6.1720784555407775,2
pheMp,38,3,2.3678559728787434,1.6673151633449288,5.436625193188427,6.189337915224807,2
yadG_yadH_predicted,1,2,2.367556263423842,0.9043463671004026,5.787400661966384,6.90017286516367,1
cpxRp2,13,1,2.3674696810783353,0.9353238801691437,5.771849895998365,6.897633280254523,1
relBp,14,2,2.367425963079607,1.4969047914509055,5.3511962745310875,6.218400484969024,2
acrZp,10,2,2.367249781085699,1.3437009275058345,5.655742468329898,6.552941138878524,2
ybeDp,36,1,2.367087160747595,1.501875913301945,5.465789839872767,6.344311949055229,2
yqjE_yqjK_yqjD_yqjC_predicted,25,1,2.3670340709916835,1.5475520104855902,5.558412743833672,6.332783631027561,2
tisBp,36,2,2.366759176243541,1.543257825045452,5.367925661822769,6.2242032187416765,2
relBp,28,1,2.365151625422624,1.5102343626118704,5.414485373044776,6.245375589165224,2
tmaR_predicted,28,1,2.36506882111502,1.2340303334912022,5.685355357639984,6.668902336552041,2
yagB_insX_yagA_predicted,15,3,2.3648076691762596,1.349937995681173,5.6034277854547865,6.513666716316798,2
tisBp,32,2,2.3647753580479236,1.4742885937715366,5.419325136276631,6.259075856996926,2
acrZp,3,1,2.364528777846131,1.3262210160656567,5.675129358574768,6.562599468755896,2
fldAp,8,1,2.3644324333135454,1.7605900940313486,5.469051650871589,6.139679727400619,2
tisBp,33,1,2.3636098685409412,1.4781899072189162,5.427015408485142,6.246550741203937,2
kbpp4,23,1,2.3629164068163253,1.1154631977437643,5.693890431693513,6.7088347121808845,2
uofp,6,2,2.3627021920227125,1.5501957193810034,5.577520546231367,6.3085983771172565,2
acrZp,35,2,2.362572068035775,1.2726370995748786,5.687686761187731,6.60620454751213,2
galEp2,30,2,2.3625409552847585,1.3260277309305002,5.51635126467645,6.491090874181525,2
marRp,11,1,2.362521160074002,1.7520373727416383,5.333492000435223,5.976724493181546,2
marRp,18,2,2.3619994499578385,1.7380852211228308,5.318797826170574,5.996779290174794,2
elaBp,9,2,2.3613923558659007,1.0781405242232946,5.633618656101673,6.712728886893197,2
tolCp4,9,1,2.3607370146888647,1.0446916274413405,5.768146006345308,6.765136054362925,1
uacT_predicted,8,2,2.3591548040245485,0.9427415074954244,5.924442413140504,6.896256153066754,1
galEp2,31,1,2.3590587349914336,1.301291213988189,5.6869840242478205,6.605409408608808,2
galEp2,29,1,2.358928990384925,1.228502771968407,5.725821401700934,6.619608000011223,2
yagB_insX_yagA_predicted,25,3,2.3588562062831215,1.2095530863889814,5.757162895252183,6.698773424822672,2
ybeDp,6,1,2.358235491738833,1.6505714002298126,5.478987689680434,6.212984035061265,2
tisBp,36,1,2.3580546081881675,1.6362167707947417,5.460826868838868,6.271619578173501,2
uofp,10,2,2.356528470972314,1.5202391783895028,5.592907790124578,6.350584640930162,2
ybeDp,17,2,2.3564812665096992,1.6978933324205305,5.506736098238552,6.210866928032527,2
furpb,19,3,2.3561963889156754,1.4918429698157725,5.548645488879368,6.342978479962775,2
ybeDp,39,1,2.35586055331908,1.5615063994183014,5.4741023210454856,6.314455134587719,2
yahC_predicted,22,3,2.355639741635959,1.006152605596779,5.897508489923297,6.866291483721721,1
rdlDp,41,2,2.35524541881539,1.3767556097658846,5.536764414462787,6.47174165218755,2
uofp,3,1,2.3551826265161844,1.501456155792637,5.6853796817747515,6.435655614427417,2
ompFp,16,2,2.355092448555585,1.4242190359740887,5.477091537876257,6.407953589391989,2
yahC_predicted,40,2,2.3545227568471687,1.0481956014856928,5.717348601147446,6.796374313422572,1
ybeDp,3,1,2.3544453101671645,1.614555487928051,5.486440895439651,6.258517621257658,2
yacCp,41,1,2.3543422788181205,1.6315021718812202,5.398686679519153,6.137481229303303,2
furpa,12,1,2.353959412829663,1.5223221366622903,5.635102928177827,6.4063298758716805,2
tisBp,14,2,2.3539443570476815,1.4892031729926831,5.390016762269352,6.240948342282651,2
ybeDp,21,2,2.3535122140010283,1.6376617336423265,5.466813233966231,6.203663201936584,2
recNp,28,1,2.3532640187701865,1.4385805012082356,5.503280311218955,6.37594158668643,2
yahC_predicted,32,1,2.3530910012927153,1.0452161486721925,5.780333917537698,6.836495297514056,1
rspAp,23,1,2.3530683697466426,1.0720326650878045,5.801790200164196,6.784136215825479,2
sulAp,11,2,2.3526813589991296,1.5283437221732699,5.453233402988877,6.279120626468838,2
relBp,11,2,2.3524591591192676,1.472406351194975,5.448828789285347,6.3114376672156975,2
tolCp1,4,2,2.3523198523910547,1.2872099310097769,5.663720810500601,6.5587859838977325,2
aceBp,14,1,2.352085923040468,1.443937876109145,5.480071653772034,6.398723381675975,2
marRp,38,3,2.3518822834771935,1.7234874801090345,5.355242936252898,6.022936740479558,2
uofp,14,2,2.351186164693761,1.5274508795881354,5.604853067239384,6.343081687449528,2
xylAp,32,1,2.3511276003991792,0.8040405898425839,5.80631767684638,6.998661255794404,1
gyrAp,15,2,2.351099943036954,1.425039480949642,5.705046497079548,6.514533539011291,2
tolCp1,35,2,2.3509328898554114,1.2451859008348363,5.727227373907452,6.568399790498411,2
furpa,13,2,2.350910047379943,1.6691106283282973,5.549561839872084,6.221954556034365,2
fldAp,9,1,2.350870044271232,1.398322363447229,5.480811085308838,6.443244773310149,2
galEp2,20,1,2.349672725825458,1.3305896369137955,5.588816413419865,6.492398914122239,2
uofp,5,2,2.3492327947104585,1.5045838031181138,5.619995818863842,6.390909578346626,2
fldAp,31,1,2.3491431549843096,1.3388589090117273,5.508320521468816,6.477217276578663,2
tolCp1,32,1,2.34903842594453,1.248984537415572,5.6705169271318585,6.565578063627615,2
furpa,10,2,2.348796258033513,1.6643292873636177,5.550962423204113,6.261556879581223,2
tisBp,4,3,2.348600134481491,1.3493737616529364,5.4703074794148385,6.427026693516829,2
furpa,41,1,2.3483673630787996,1.5513086565621215,5.575398383894797,6.36529880005772,2
kbpp4,8,1,2.3479393158570545,1.8916323271968656,5.501940270070572,6.05790906332045,2
ybaY_predicted,23,1,2.3472328630983146,1.381625806369156,5.588048017238156,6.48438781649417,2
tolCp1,3,2,2.3470806318655058,1.3196121123065219,5.647424809753062,6.4902341832304025,2
furpa,7,2,2.3468600592408566,1.5547527496561726,5.60041544006396,6.333680829366369,2
relBp,2,2,2.3466596991615623,1.3460619693672435,5.472699777889592,6.447404803428823,2
relBp,3,1,2.3463840652932113,1.4470263505855054,5.413591277774078,6.318861524280538,2
kbpp4,7,2,2.3453005306289625,1.9249654318766056,5.4783641208365195,5.997029401967166,2
ldrDp,1,1,2.3447807806902126,0.9883173437346677,5.8168001109437455,6.845848839109964,1
tisBp,3,2,2.3444394464935607,1.4703088320665425,5.430737026378079,6.2645042120600225,2
galEp2,39,1,2.3441584034903786,1.4023937347815132,5.4531635790330055,6.383399301793221,2
yadE_predicted,15,3,2.3437769252597356,1.7849444348503745,5.4516287295379495,6.129256318801385,2
yacH_predicted,14,3,2.343734470261146,0.8580494163575985,5.597374981894771,6.867454662940319,1
ghoSp,35,2,2.3435951404692794,0.8859153806682173,5.886762702308975,6.966225853965356,1
relBp,41,1,2.3431576848577467,1.4424537688516157,5.409743737701429,6.278056728898579,2
tolCp4,12,1,2.3431058332491643,0.9683922553448119,5.805739560833361,6.868292975341026,1
tolCp2,23,2,2.342843493490462,1.4070864610524711,5.508550905960428,6.4142748713744195,2
tolCp2,23,1,2.3427994990210292,1.4067410841686643,5.4816896103282815,6.3997164258470525,2
ghoSp,32,2,2.3422040840371765,0.9015401624156526,5.880092042531112,6.921673445665471,1
furpa,37,1,2.341602132876237,1.5907914778983472,5.574361371844182,6.357213818506198,2
relBp,17,2,2.341465719779594,1.4169167078467877,5.527584115028739,6.3954844310842525,2
araCp,23,2,2.34135634357564,1.1916792621990522,5.6943247241362505,6.654813911273023,2
ybeDp,7,2,2.3409595598166297,1.5794559691806067,5.46981987462882,6.2622609422007915,2
ihfAp4,31,2,2.3408763173226004,1.2802723290073965,5.684072864730586,6.649327593724803,2
mglBp,14,3,2.3407037924646663,1.207590520311514,5.576137847677705,6.5155460506935015,2
yqjE_yqjK_yqjD_yqjC_predicted,5,1,2.3403799643407144,1.6054169478780471,5.5970855460935205,6.2964352209101495,2
acrZp,8,1,2.340317726268222,1.5192249226425165,5.58688603441556,6.358637066007353,2
marRp,13,3,2.339964284208623,1.6899585043422416,5.341569644351541,6.034732083613427,2
